page,card_index,year,date,title,paper_type,landing_page_url,open_access_marker,clinical_filter,screen_status,screen_reasons
95,11,2018,2018-11-12,Venetoclax with azacitidine disrupts energy metabolism and targets leukemia stem cells in patients with acute myeloid leukemia,Article,https://www.nature.com/articles/s41591-018-0233-1,no,matched_token:patients,excluded,no_publisher_open_access_marker
95,12,2018,2018-11-12,Paradoxical effects of obesity on T cell function during tumor progression and PD-1 checkpoint blockade,Article,https://www.nature.com/articles/s41591-018-0221-5,no,no_predeclared_human_clinical_evidence_token,excluded,no_publisher_open_access_marker;no_predeclared_human_clinical_evidence_token
95,13,2018,2018-11-12,Disease-specific oligodendrocyte lineage cells arise in multiple sclerosis,Letter,https://www.nature.com/articles/s41591-018-0236-y,no,no_predeclared_human_clinical_evidence_token,excluded,not_article_type;no_publisher_open_access_marker;no_predeclared_human_clinical_evidence_token
95,14,2018,2018-11-05,Longitudinal personal DNA methylome dynamics in a human with a chronic condition,Resource,https://www.nature.com/articles/s41591-018-0237-x,no,no_predeclared_human_clinical_evidence_token,excluded,not_article_type;no_publisher_open_access_marker;no_predeclared_human_clinical_evidence_token
95,15,2018,2018-11-05,Expanded skin virome in DOCK8-deficient patients,Letter,https://www.nature.com/articles/s41591-018-0211-7,no,matched_token:patients,excluded,not_article_type;no_publisher_open_access_marker
95,16,2018,2018-11-05,Cancer cells exploit an orphan RNA to drive metastatic progression,Article,https://www.nature.com/articles/s41591-018-0230-4,no,matched_token:patient,excluded,no_publisher_open_access_marker
95,17,2018,2018-11-05,A patient-level pooled analysis of treatment-shortening regimens for drug-susceptible pulmonary tuberculosis,Article,https://www.nature.com/articles/s41591-018-0224-2,yes,matched_token:patient,eligible,
95,18,2018,2018-11-05,Gut microbiota and intestinal FXR mediate the clinical benefits of metformin,Article,https://www.nature.com/articles/s41591-018-0222-4,no,matched_token:clinical,excluded,no_publisher_open_access_marker
95,19,2018,2018-11-05,Radiotherapy induces responses of lung cancer to CTLA-4 blockade,Letter,https://www.nature.com/articles/s41591-018-0232-2,no,matched_token:patients,excluded,not_article_type;no_publisher_open_access_marker
95,20,2018,2018-10-29,Infant diet and maternal gestational weight gain predict early metabolic maturation of gut microbiomes,Letter,https://www.nature.com/articles/s41591-018-0216-2,no,no_predeclared_human_clinical_evidence_token,excluded,not_article_type;no_publisher_open_access_marker;no_predeclared_human_clinical_evidence_token
96,1,2018,2018-10-29,High prevalence of Streptococcus pyogenes Cas9-reactive T cells within the adult human population,Letter,https://www.nature.com/articles/s41591-018-0204-6,no,matched_token:prevalence,excluded,not_article_type;no_publisher_open_access_marker
96,2,2018,2018-10-29,Translational control of tumor immune escape via the eIF4F–STAT1–PD-L1 axis in melanoma,Article,https://www.nature.com/articles/s41591-018-0217-1,no,no_predeclared_human_clinical_evidence_token,excluded,no_publisher_open_access_marker;no_predeclared_human_clinical_evidence_token
96,3,2018,2018-10-29,Neurogenetic contributions to amyloid beta and tau spreading in the human cortex,Article,https://www.nature.com/articles/s41591-018-0206-4,no,matched_token:cross-sectional,excluded,no_publisher_open_access_marker
96,4,2018,2018-10-22,A biobank of patient-derived pediatric brain tumor models,Resource,https://www.nature.com/articles/s41591-018-0207-3,no,matched_token:biobank,excluded,not_article_type;no_publisher_open_access_marker
96,5,2018,2018-10-22,Antigen discovery and specification of immunodominance hierarchies for MHCII-restricted epitopes,Resource,https://www.nature.com/articles/s41591-018-0203-7,no,no_predeclared_human_clinical_evidence_token,excluded,not_article_type;no_publisher_open_access_marker;no_predeclared_human_clinical_evidence_token
96,6,2018,2018-10-22,The Artificial Intelligence Clinician learns optimal treatment strategies for sepsis in intensive care,Article,https://www.nature.com/articles/s41591-018-0213-5,no,matched_token:treatment,excluded,no_publisher_open_access_marker
96,7,2018,2018-10-15,Precision identification of diverse bloodstream pathogens in the gut microbiome,Letter,https://www.nature.com/articles/s41591-018-0202-8,no,matched_token:hospital,excluded,not_article_type;no_publisher_open_access_marker
96,8,2018,2018-10-08,Treatment of a metabolic liver disease by in vivo genome base editing in adult mice,Letter,https://www.nature.com/articles/s41591-018-0209-1,no,matched_token:treatment,excluded,not_article_type;no_publisher_open_access_marker
96,9,2018,2018-10-08,Structure-guided combination therapy to potently improve the function of mutant CFTRs,Article,https://www.nature.com/articles/s41591-018-0200-x,no,matched_token:therapy,excluded,no_publisher_open_access_marker
96,10,2018,2018-10-08,Wireless bioresorbable electronic system enables sustained nonpharmacological neuroregenerative therapy,Letter,https://www.nature.com/articles/s41591-018-0196-2,no,matched_token:therapy,excluded,not_article_type;no_publisher_open_access_marker
96,11,2018,2018-10-08,In utero CRISPR-mediated therapeutic editing of metabolic genes,Letter,https://www.nature.com/articles/s41591-018-0184-6,no,matched_token:therapeutic,excluded,not_article_type;no_publisher_open_access_marker
96,12,2018,2018-10-08,Systemic messenger RNA as an etiological treatment for acute intermittent porphyria,Article,https://www.nature.com/articles/s41591-018-0199-z,no,matched_token:treatment,excluded,no_publisher_open_access_marker
96,13,2018,2018-10-08,Neoadjuvant immune checkpoint blockade in high-risk resectable melanoma,Letter,https://www.nature.com/articles/s41591-018-0197-1,no,matched_token:treatment,excluded,not_article_type;no_publisher_open_access_marker
96,14,2018,2018-10-08,Beneficial effects on vision in patients undergoing retinal gene therapy for choroideremia,Letter,https://www.nature.com/articles/s41591-018-0185-5,no,matched_token:patients,excluded,not_article_type;no_publisher_open_access_marker
96,15,2018,2018-10-08,Late-stage tumors induce anemia and immunosuppressive extramedullary erythroid progenitor cells,Letter,https://www.nature.com/articles/s41591-018-0205-5,no,matched_token:population,excluded,not_article_type;no_publisher_open_access_marker
96,16,2018,2018-10-08,Neoadjuvant versus adjuvant ipilimumab plus nivolumab in macroscopic stage III melanoma,Letter,https://www.nature.com/articles/s41591-018-0198-0,no,matched_token:patients,excluded,not_article_type;no_publisher_open_access_marker
96,17,2018,2018-10-01,Genetic mechanisms of target antigen loss in CAR19 therapy of acute lymphoblastic leukemia,Brief Communication,https://www.nature.com/articles/s41591-018-0146-z,no,matched_token:therapy,excluded,not_article_type;no_publisher_open_access_marker
96,18,2018,2018-10-01,Induction of resistance to chimeric antigen receptor T cell therapy by transduction of a single leukemic B cell,Brief Communication,https://www.nature.com/articles/s41591-018-0201-9,no,matched_token:therapy,excluded,not_article_type;no_publisher_open_access_marker
96,19,2018,2018-10-01,Renal compartment–specific genetic variation analyses identify new pathways in chronic kidney disease,Article,https://www.nature.com/articles/s41591-018-0194-4,no,no_predeclared_human_clinical_evidence_token,excluded,no_publisher_open_access_marker;no_predeclared_human_clinical_evidence_token
96,20,2018,2018-10-01,Dynamics of genetically engineered hematopoietic stem and progenitor cells after autologous transplantation in humans,Letter,https://www.nature.com/articles/s41591-018-0195-3,no,matched_token:therapy,excluded,not_article_type;no_publisher_open_access_marker
97,1,2018,2018-09-26,Safety and antiviral activity of combination HIV-1 broadly neutralizing antibodies in viremic individuals,Letter,https://www.nature.com/articles/s41591-018-0186-4,no,no_predeclared_human_clinical_evidence_token,excluded,not_article_type;no_publisher_open_access_marker;no_predeclared_human_clinical_evidence_token
97,2,2018,2018-09-24,Genome editing in mitochondria corrects a pathogenic mtDNA mutation in vivo,Letter,https://www.nature.com/articles/s41591-018-0165-9,no,no_predeclared_human_clinical_evidence_token,excluded,not_article_type;no_publisher_open_access_marker;no_predeclared_human_clinical_evidence_token
97,3,2018,2018-09-24,Meeting brain–computer interface user performance expectations using a deep neural network decoding framework,Letter,https://www.nature.com/articles/s41591-018-0171-y,no,matched_token:patient,excluded,not_article_type;no_publisher_open_access_marker
97,4,2018,2018-09-24,Neuromodulation of lumbosacral spinal networks enables independent stepping after complete paraplegia,Letter,https://www.nature.com/articles/s41591-018-0175-7,no,no_predeclared_human_clinical_evidence_token,excluded,not_article_type;no_publisher_open_access_marker;no_predeclared_human_clinical_evidence_token
97,5,2018,2018-09-24,MitoTALEN reduces mutant mtDNA load and restores tRNA Ala levels in a mouse model of heteroplasmic mtDNA mutation,Letter,https://www.nature.com/articles/s41591-018-0166-8,no,no_predeclared_human_clinical_evidence_token,excluded,not_article_type;no_publisher_open_access_marker;no_predeclared_human_clinical_evidence_token
97,6,2018,2018-09-17,Transcriptional addiction in cancer cells is mediated by YAP/TAZ through BRD4,Article,https://www.nature.com/articles/s41591-018-0158-8,no,no_predeclared_human_clinical_evidence_token,excluded,no_publisher_open_access_marker;no_predeclared_human_clinical_evidence_token
97,7,2018,2018-09-17,Classification and mutation prediction from non–small cell lung cancer histopathology images using deep learning,Article,https://www.nature.com/articles/s41591-018-0177-5,no,no_predeclared_human_clinical_evidence_token,excluded,no_publisher_open_access_marker;no_predeclared_human_clinical_evidence_token
97,8,2018,2018-09-17,BRAF somatic mutation contributes to intrinsic epileptogenicity in pediatric brain tumors,Letter,https://www.nature.com/articles/s41591-018-0172-x,no,no_predeclared_human_clinical_evidence_token,excluded,not_article_type;no_publisher_open_access_marker;no_predeclared_human_clinical_evidence_token
97,9,2018,2018-09-03,Route of immunization defines multiple mechanisms of vaccine-mediated protection against SIV,Article,https://www.nature.com/articles/s41591-018-0161-0,no,matched_token:vaccine,excluded,no_publisher_open_access_marker
97,10,2018,2018-08-27,Regional variation limits applications of healthy gut microbiome reference ranges and disease models,Letter,https://www.nature.com/articles/s41591-018-0164-x,no,no_predeclared_human_clinical_evidence_token,excluded,not_article_type;no_publisher_open_access_marker;no_predeclared_human_clinical_evidence_token
97,11,2018,2018-08-27,Metformin reduces liver glucose production by inhibition of fructose-1-6-bisphosphatase,Article,https://www.nature.com/articles/s41591-018-0159-7,no,no_predeclared_human_clinical_evidence_token,excluded,no_publisher_open_access_marker;no_predeclared_human_clinical_evidence_token
97,12,2018,2018-08-27,Depicting the composition of gut microbiota in a population with varied ethnic origins but shared geography,Letter,https://www.nature.com/articles/s41591-018-0160-1,no,matched_token:population,excluded,not_article_type;no_publisher_open_access_marker
97,13,2018,2018-08-27,The DNA methylation landscape of glioblastoma disease progression shows extensive heterogeneity in time and space,Resource,https://www.nature.com/articles/s41591-018-0156-x,no,no_predeclared_human_clinical_evidence_token,excluded,not_article_type;no_publisher_open_access_marker;no_predeclared_human_clinical_evidence_token
97,14,2018,2018-08-20,De novo NAD + biosynthetic impairment in acute kidney injury in humans,Article,https://www.nature.com/articles/s41591-018-0138-z,no,matched_token:therapeutic,excluded,no_publisher_open_access_marker
97,15,2018,2018-08-20,Modeling sporadic ALS in iPSC-derived motor neurons identifies a potential therapeutic agent,Article,https://www.nature.com/articles/s41591-018-0140-5,no,matched_token:therapeutic,excluded,no_publisher_open_access_marker
97,16,2018,2018-08-20,Signatures of T cell dysfunction and exclusion predict cancer immunotherapy response,Article,https://www.nature.com/articles/s41591-018-0136-1,no,matched_token:clinical,excluded,no_publisher_open_access_marker
97,17,2018,2018-08-20,Genetically engineered human cortical spheroid models of tuberous sclerosis,Article,https://www.nature.com/articles/s41591-018-0139-y,no,no_predeclared_human_clinical_evidence_token,excluded,no_publisher_open_access_marker;no_predeclared_human_clinical_evidence_token
97,18,2018,2018-08-20,Robust prediction of response to immune checkpoint blockade therapy in metastatic melanoma,Letter,https://www.nature.com/articles/s41591-018-0157-9,no,matched_token:therapy,excluded,not_article_type;no_publisher_open_access_marker
97,19,2018,2018-08-13,Sequestration of T cells in bone marrow in the setting of glioblastoma and other intracranial tumors,Article,https://www.nature.com/articles/s41591-018-0135-2,no,matched_token:patients,excluded,no_publisher_open_access_marker
97,20,2018,2018-08-13,Automated deep-neural-network surveillance of cranial images for acute neurologic events,Letter,https://www.nature.com/articles/s41591-018-0147-y,no,matched_token:clinical,excluded,not_article_type;no_publisher_open_access_marker
98,1,2018,2018-08-13,Clinically applicable deep learning for diagnosis and referral in retinal disease,Article,https://www.nature.com/articles/s41591-018-0107-6,no,matched_token:clinical,excluded,no_publisher_open_access_marker
98,2,2018,2018-08-06,Blood-based tumor mutational burden as a predictor of clinical benefit in non-small-cell lung cancer patients treated with atezolizumab,Article,https://www.nature.com/articles/s41591-018-0134-3,no,matched_token:clinical,excluded,no_publisher_open_access_marker
98,3,2018,2018-08-06,A high-fidelity Cas9 mutant delivered as a ribonucleoprotein complex enables efficient gene editing in human hematopoietic stem and progenitor cells,Article,https://www.nature.com/articles/s41591-018-0137-0,no,matched_token:patient,excluded,no_publisher_open_access_marker
98,4,2018,2018-08-06,Development of a gut microbe–targeted nonlethal therapeutic to inhibit thrombosis potential,Article,https://www.nature.com/articles/s41591-018-0128-1,no,matched_token:therapeutic,excluded,no_publisher_open_access_marker
98,5,2018,2018-08-06,Early antiretroviral therapy limits SIV reservoir establishment to delay or prevent post-treatment viral rebound,Article,https://www.nature.com/articles/s41591-018-0130-7,no,matched_token:therapy,excluded,no_publisher_open_access_marker
98,6,2018,2018-07-30,The exerkine apelin reverses age-associated sarcopenia,Article,https://www.nature.com/articles/s41591-018-0131-6,no,no_predeclared_human_clinical_evidence_token,excluded,no_publisher_open_access_marker;no_predeclared_human_clinical_evidence_token
98,7,2018,2018-07-30,Experimental microbial dysbiosis does not promote disease progression in SIV-infected macaques,Brief Communication,https://www.nature.com/articles/s41591-018-0132-5,no,matched_token:treatment,excluded,not_article_type;no_publisher_open_access_marker
98,8,2018,2018-07-23,Cytotoxic CD8 + T cells recognize and kill Plasmodium vivax –infected reticulocytes,Letter,https://www.nature.com/articles/s41591-018-0117-4,no,matched_token:vaccine,excluded,not_article_type;no_publisher_open_access_marker
98,9,2018,2018-07-23,Oncogenic hijacking of the stress response machinery in T cell acute lymphoblastic leukemia,Article,https://www.nature.com/articles/s41591-018-0105-8,no,no_predeclared_human_clinical_evidence_token,excluded,no_publisher_open_access_marker;no_predeclared_human_clinical_evidence_token
98,10,2018,2018-07-23,Interleukin-1β has atheroprotective effects in advanced atherosclerotic lesions of mice,Article,https://www.nature.com/articles/s41591-018-0124-5,no,no_predeclared_human_clinical_evidence_token,excluded,no_publisher_open_access_marker;no_predeclared_human_clinical_evidence_token
98,11,2018,2018-07-23,Enhancer mapping uncovers phenotypic heterogeneity and evolution in patients with luminal breast cancer,Article,https://www.nature.com/articles/s41591-018-0091-x,no,matched_token:patients,excluded,no_publisher_open_access_marker
98,12,2018,2018-07-23,Metformin inhibits gluconeogenesis via a redox-dependent mechanism in vivo,Article,https://www.nature.com/articles/s41591-018-0125-4,no,no_predeclared_human_clinical_evidence_token,excluded,no_publisher_open_access_marker;no_predeclared_human_clinical_evidence_token
98,13,2018,2018-07-23,Tumor innate immunity primed by specific interferon-stimulated endogenous retroviruses,Letter,https://www.nature.com/articles/s41591-018-0116-5,no,no_predeclared_human_clinical_evidence_token,excluded,not_article_type;no_publisher_open_access_marker;no_predeclared_human_clinical_evidence_token
98,14,2018,2018-07-16,Comprehensive molecular characterization of clinical responses to PD-1 inhibition in metastatic gastric cancer,Article,https://www.nature.com/articles/s41591-018-0101-z,no,matched_token:clinical,excluded,no_publisher_open_access_marker
98,15,2018,2018-07-16,Clonal heterogeneity of acute myeloid leukemia treated with the IDH2 inhibitor enasidenib,Article,https://www.nature.com/articles/s41591-018-0115-6,no,matched_token:patients,excluded,no_publisher_open_access_marker
98,16,2018,2018-07-16,Fetal gene therapy for neurodegenerative disease of infants,Letter,https://www.nature.com/articles/s41591-018-0106-7,no,matched_token:therapy,excluded,not_article_type;no_publisher_open_access_marker
98,17,2018,2018-07-09,Senolytics improve physical function and increase lifespan in old age,Article,https://www.nature.com/articles/s41591-018-0092-9,no,no_predeclared_human_clinical_evidence_token,excluded,no_publisher_open_access_marker;no_predeclared_human_clinical_evidence_token
98,18,2018,2018-07-09,Suppression of antitumor T cell immunity by the oncometabolite ( R )-2-hydroxyglutarate,Article,https://www.nature.com/articles/s41591-018-0095-6,no,no_predeclared_human_clinical_evidence_token,excluded,no_publisher_open_access_marker;no_predeclared_human_clinical_evidence_token
98,19,2018,2018-07-09,Cold-induced epigenetic programming of the sperm enhances brown adipose tissue activity in the offspring,Article,https://www.nature.com/articles/s41591-018-0102-y,no,no_predeclared_human_clinical_evidence_token,excluded,no_publisher_open_access_marker;no_predeclared_human_clinical_evidence_token
98,20,2018,2018-07-09,Verapamil and beta cell function in adults with recent-onset type 1 diabetes,Letter,https://www.nature.com/articles/s41591-018-0089-4,no,matched_token:adults,excluded,not_article_type;no_publisher_open_access_marker
99,1,2018,2018-07-09,Phenotype molding of stromal cells in the lung tumor microenvironment,Resource,https://www.nature.com/articles/s41591-018-0096-5,no,no_predeclared_human_clinical_evidence_token,excluded,not_article_type;no_publisher_open_access_marker;no_predeclared_human_clinical_evidence_token
99,2,2018,2018-07-09,Anatomical and functional dichotomy of ocular itch and pain,Article,https://www.nature.com/articles/s41591-018-0083-x,no,no_predeclared_human_clinical_evidence_token,excluded,no_publisher_open_access_marker;no_predeclared_human_clinical_evidence_token
99,3,2018,2018-07-09,Biochemical autoregulatory gene therapy for focal epilepsy,Letter,https://www.nature.com/articles/s41591-018-0103-x,no,matched_token:therapy,excluded,not_article_type;no_publisher_open_access_marker
99,4,2018,2018-07-09,Reducing protein oxidation reverses lung fibrosis,Letter,https://www.nature.com/articles/s41591-018-0090-y,no,no_predeclared_human_clinical_evidence_token,excluded,not_article_type;no_publisher_open_access_marker;no_predeclared_human_clinical_evidence_token
99,5,2018,2018-07-09,Somatic mutations precede acute myeloid leukemia years before diagnosis,Article,https://www.nature.com/articles/s41591-018-0081-z,no,no_predeclared_human_clinical_evidence_token,excluded,no_publisher_open_access_marker;no_predeclared_human_clinical_evidence_token
99,6,2018,2018-07-02,Miscarriage and stillbirth following maternal Zika virus infection in nonhuman primates,Brief Communication,https://www.nature.com/articles/s41591-018-0088-5,no,no_predeclared_human_clinical_evidence_token,excluded,not_article_type;no_publisher_open_access_marker;no_predeclared_human_clinical_evidence_token
99,7,2018,2018-07-02,DPP8/DPP9 inhibitor-induced pyroptosis for treatment of acute myeloid leukemia,Letter,https://www.nature.com/articles/s41591-018-0082-y,no,matched_token:treatment,excluded,not_article_type;no_publisher_open_access_marker
99,8,2018,2018-07-02,Functional diversity and cooperativity between subclonal populations of pediatric glioblastoma and diffuse intrinsic pontine glioma cells,Article,https://www.nature.com/articles/s41591-018-0086-7,no,no_predeclared_human_clinical_evidence_token,excluded,no_publisher_open_access_marker;no_predeclared_human_clinical_evidence_token
99,9,2018,2018-07-02,Metformin reverses established lung fibrosis in a bleomycin model,Letter,https://www.nature.com/articles/s41591-018-0087-6,no,no_predeclared_human_clinical_evidence_token,excluded,not_article_type;no_publisher_open_access_marker;no_predeclared_human_clinical_evidence_token
99,10,2018,2018-06-25,Single-cell profiling of breast cancer T cells reveals a tissue-resident memory subset associated with improved prognosis,Letter,https://www.nature.com/articles/s41591-018-0078-7,no,matched_token:population,excluded,not_article_type;no_publisher_open_access_marker
99,11,2018,2018-06-25,"Genetic deficiency of indoleamine 2,3-dioxygenase promotes gut microbiota-mediated metabolic health",Letter,https://www.nature.com/articles/s41591-018-0060-4,no,no_predeclared_human_clinical_evidence_token,excluded,not_article_type;no_publisher_open_access_marker;no_predeclared_human_clinical_evidence_token
99,12,2018,2018-06-25,A natural killer–dendritic cell axis defines checkpoint therapy–responsive tumor microenvironments,Article,https://www.nature.com/articles/s41591-018-0085-8,no,matched_token:therapy,excluded,no_publisher_open_access_marker
99,13,2018,2018-06-25,A human anti-IL-2 antibody that potentiates regulatory T cells by a structure-based mechanism,Article,https://www.nature.com/articles/s41591-018-0070-2,no,matched_token:clinical,excluded,no_publisher_open_access_marker
99,14,2018,2018-06-25,Molecular phenomics and metagenomics of hepatic steatosis in non-diabetic obese women,Article,https://www.nature.com/articles/s41591-018-0061-3,no,no_predeclared_human_clinical_evidence_token,excluded,no_publisher_open_access_marker;no_predeclared_human_clinical_evidence_token
99,15,2018,2018-06-25,Global characterization of T cells in non-small-cell lung cancer by single-cell sequencing,Letter,https://www.nature.com/articles/s41591-018-0045-3,no,matched_token:clinical,excluded,not_article_type;no_publisher_open_access_marker
99,16,2018,2018-06-25,Poly(GR) impairs protein translation and stress granule dynamics in C9orf72 -associated frontotemporal dementia and amyotrophic lateral sclerosis,Letter,https://www.nature.com/articles/s41591-018-0071-1,no,no_predeclared_human_clinical_evidence_token,excluded,not_article_type;no_publisher_open_access_marker;no_predeclared_human_clinical_evidence_token
99,17,2018,2018-06-18,Low-frequency cortical activity is a neuromodulatory target that tracks recovery after stroke,Article,https://www.nature.com/articles/s41591-018-0058-y,no,no_predeclared_human_clinical_evidence_token,excluded,no_publisher_open_access_marker;no_predeclared_human_clinical_evidence_token
99,18,2018,2018-06-11,CRISPR–Cas9 genome editing induces a p53-mediated DNA damage response,Brief Communication,https://www.nature.com/articles/s41591-018-0049-z,no,no_predeclared_human_clinical_evidence_token,excluded,not_article_type;no_publisher_open_access_marker;no_predeclared_human_clinical_evidence_token
99,19,2018,2018-06-11,STAT3 labels a subpopulation of reactive astrocytes required for brain metastasis,Article,https://www.nature.com/articles/s41591-018-0044-4,no,matched_token:clinical,excluded,no_publisher_open_access_marker
99,20,2018,2018-06-11,Block of A1 astrocyte conversion by microglia is neuroprotective in models of Parkinson’s disease,Letter,https://www.nature.com/articles/s41591-018-0051-5,no,no_predeclared_human_clinical_evidence_token,excluded,not_article_type;no_publisher_open_access_marker;no_predeclared_human_clinical_evidence_token
100,1,2018,2018-06-11,The human heart contains distinct macrophage subsets with divergent origins and functions,Article,https://www.nature.com/articles/s41591-018-0059-x,no,matched_token:patients,excluded,no_publisher_open_access_marker
100,2,2018,2018-06-11,Mutations in the SWI/SNF complex induce a targetable dependence on oxidative phosphorylation in lung cancer,Article,https://www.nature.com/articles/s41591-018-0019-5,no,no_predeclared_human_clinical_evidence_token,excluded,no_publisher_open_access_marker;no_predeclared_human_clinical_evidence_token
100,3,2018,2018-06-11,Rapid HIV RNA rebound after antiretroviral treatment interruption in persons durably suppressed in Fiebig I acute HIV infection,Brief Communication,https://www.nature.com/articles/s41591-018-0026-6,no,matched_token:treatment,excluded,not_article_type;no_publisher_open_access_marker
100,4,2018,2018-06-11,An inhibitor of oxidative phosphorylation exploits cancer vulnerability,Article,https://www.nature.com/articles/s41591-018-0052-4,no,no_predeclared_human_clinical_evidence_token,excluded,no_publisher_open_access_marker;no_predeclared_human_clinical_evidence_token
100,5,2018,2018-06-11,A transcriptionally and functionally distinct PD-1 + CD8 + T cell pool with predictive potential in non-small-cell lung cancer treated with PD-1 blockade,Article,https://www.nature.com/articles/s41591-018-0057-z,no,no_predeclared_human_clinical_evidence_token,excluded,no_publisher_open_access_marker;no_predeclared_human_clinical_evidence_token
100,6,2018,2018-06-11,DNA repair processes are critical mediators of p53-dependent tumor suppression,Letter,https://www.nature.com/articles/s41591-018-0043-5,no,no_predeclared_human_clinical_evidence_token,excluded,not_article_type;no_publisher_open_access_marker;no_predeclared_human_clinical_evidence_token
100,7,2018,2018-06-11,p53 inhibits CRISPR–Cas9 engineering in human pluripotent stem cells,Letter,https://www.nature.com/articles/s41591-018-0050-6,no,no_predeclared_human_clinical_evidence_token,excluded,not_article_type;no_publisher_open_access_marker;no_predeclared_human_clinical_evidence_token
100,8,2018,2018-06-11,Suppression of detyrosinated microtubules improves cardiomyocyte function in human heart failure,Article,https://www.nature.com/articles/s41591-018-0046-2,no,matched_token:therapeutic,excluded,no_publisher_open_access_marker
100,9,2018,2018-06-06,Metastatic cancers promote cachexia through ZIP14 upregulation in skeletal muscle,Article,https://www.nature.com/articles/s41591-018-0054-2,no,no_predeclared_human_clinical_evidence_token,excluded,no_publisher_open_access_marker;no_predeclared_human_clinical_evidence_token
100,10,2018,2018-06-04,Therapeutic and protective efficacy of a dengue antibody against Zika infection in rhesus monkeys,Brief Communication,https://www.nature.com/articles/s41591-018-0056-0,no,matched_token:therapeutic,excluded,not_article_type;no_publisher_open_access_marker
100,11,2018,2018-06-04,Epitope-based vaccine design yields fusion peptide-directed antibodies that neutralize diverse strains of HIV-1,Article,https://www.nature.com/articles/s41591-018-0042-6,no,matched_token:vaccine,excluded,no_publisher_open_access_marker
100,12,2018,2018-06-04,Immune recognition of somatic mutations leading to complete durable regression in metastatic breast cancer,Letter,https://www.nature.com/articles/s41591-018-0040-8,no,matched_token:therapy,excluded,not_article_type;no_publisher_open_access_marker
100,13,2018,2018-06-04,Inactivating hepatic follistatin alleviates hyperglycemia,Article,https://www.nature.com/articles/s41591-018-0048-0,no,no_predeclared_human_clinical_evidence_token,excluded,no_publisher_open_access_marker;no_predeclared_human_clinical_evidence_token
100,14,2018,2018-06-04,Clinical activity and molecular correlates of response to atezolizumab alone or in combination with bevacizumab versus sunitinib in renal cell carcinoma,Article,https://www.nature.com/articles/s41591-018-0053-3,no,matched_token:clinical,excluded,no_publisher_open_access_marker
100,15,2018,2018-05-28,Convergence of placenta biology and genetic risk for schizophrenia,Article,https://www.nature.com/articles/s41591-018-0021-y,no,no_predeclared_human_clinical_evidence_token,excluded,no_publisher_open_access_marker;no_predeclared_human_clinical_evidence_token
100,16,2018,2018-05-28,CAR T cell–induced cytokine release syndrome is mediated by macrophages and abated by IL-1 blockade,Letter,https://www.nature.com/articles/s41591-018-0041-7,no,no_predeclared_human_clinical_evidence_token,excluded,not_article_type;no_publisher_open_access_marker;no_predeclared_human_clinical_evidence_token
100,17,2018,2018-05-28,SHP2 is required for growth of KRAS -mutant non-small-cell lung cancer in vivo,Letter,https://www.nature.com/articles/s41591-018-0023-9,no,matched_token:therapeutic,excluded,not_article_type;no_publisher_open_access_marker
100,18,2018,2018-05-28,Targeting wild-type KRAS -amplified gastroesophageal cancer through combined MEK and SHP2 inhibition,Letter,https://www.nature.com/articles/s41591-018-0022-x,no,no_predeclared_human_clinical_evidence_token,excluded,not_article_type;no_publisher_open_access_marker;no_predeclared_human_clinical_evidence_token
100,19,2018,2018-05-28,Monocyte-derived IL-1 and IL-6 are differentially required for cytokine-release syndrome and neurotoxicity due to CAR T cells,Article,https://www.nature.com/articles/s41591-018-0036-4,no,no_predeclared_human_clinical_evidence_token,excluded,no_publisher_open_access_marker;no_predeclared_human_clinical_evidence_token
100,20,2018,2018-05-28,Mutant KRAS -driven cancers depend on PTPN11 /SHP2 phosphatase,Letter,https://www.nature.com/articles/s41591-018-0024-8,no,no_predeclared_human_clinical_evidence_token,excluded,not_article_type;no_publisher_open_access_marker;no_predeclared_human_clinical_evidence_token
101,1,2018,2018-05-21,Targeting G-quadruplex DNA as cognitive function therapy for ATR-X syndrome,Article,https://www.nature.com/articles/s41591-018-0018-6,no,matched_token:therapy,excluded,no_publisher_open_access_marker
101,2,2018,2018-05-21,HIV vaccine candidate activation of hypoxia and the inflammasome in CD14 + monocytes is associated with a decreased risk of SIV mac251 acquisition,Article,https://www.nature.com/articles/s41591-018-0025-7,no,matched_token:vaccine,excluded,no_publisher_open_access_marker
101,3,2018,2018-05-21,An immune-beige adipocyte communication via nicotinic acetylcholine receptor signaling,Article,https://www.nature.com/articles/s41591-018-0032-8,no,no_predeclared_human_clinical_evidence_token,excluded,no_publisher_open_access_marker;no_predeclared_human_clinical_evidence_token
101,4,2018,2018-05-21,The reference epigenome and regulatory chromatin landscape of chronic lymphocytic leukemia,Resource,https://www.nature.com/articles/s41591-018-0028-4,no,matched_token:clinical,excluded,not_article_type;no_publisher_open_access_marker
101,5,2018,2018-05-21,Targeting skeletal endothelium to ameliorate bone loss,Article,https://www.nature.com/articles/s41591-018-0020-z,no,no_predeclared_human_clinical_evidence_token,excluded,no_publisher_open_access_marker;no_predeclared_human_clinical_evidence_token
101,6,2018,2018-05-21,Resetting the epigenetic balance of Polycomb and COMPASS function at enhancers for cancer therapy,Article,https://www.nature.com/articles/s41591-018-0034-6,no,matched_token:therapy,excluded,no_publisher_open_access_marker
